"id","topic","word","beta","topic_probability"
11,11,"supervision",0.00103459791544327,0.989249510640576
11,11,"peel",0.000854083824245268,0.989249510640576
11,11,"peel",0.000854083824245268,0.989249510640576
11,11,"burst",0.000854083824245268,0.989249510640576
11,11,"spray",0.000427041912122634,0.989249510640576
11,11,"safety",0.000427041912122634,0.989249510640576
11,11,"aromatic",0.000427041912122634,0.989249510640576
11,11,"enlightening",0.000427041912122634,0.989249510640576
11,11,"eruption",0.000427041912122634,0.989249510640576
11,11,"gloves",0.000427041912122634,0.989249510640576
11,11,"goggles",0.000427041912122634,0.989249510640576
11,11,"oils",0.000427041912122634,0.989249510640576
11,11,"performed",0.000427041912122634,0.989249510640576
11,11,"sweetfire.html",0.000427041912122634,0.989249510640576
11,11,"volcanic",0.000427041912122634,0.989249510640576
11,11,"wearing",0.000427041912122634,0.989249510640576
12,6,"fun",0.00303703440171257,0.929693799599501
12,6,"rocket",0.00127254044771486,0.929693799599501
12,6,"launch",0.000725810213765337,0.929693799599501
12,6,"experience",0.000666747872817385,0.929693799599501
13,10,"bottle",0.0804773756399128,0.928314803261376
13,10,"bottle",0.0804773756399128,0.928314803261376
13,10,"bottle",0.0804773756399128,0.928314803261376
13,10,"bottle",0.0804773756399128,0.928314803261376
13,10,"plastic",0.0186700480710894,0.928314803261376
13,10,"air",0.0147127707590675,0.928314803261376
13,10,"film",0.00542042149925522,0.928314803261376
13,10,"film",0.00542042149925522,0.928314803261376
13,10,"film",0.00542042149925522,0.928314803261376
13,10,"hand",0.00399696440526025,0.928314803261376
13,10,"hard",0.00322938788477375,0.928314803261376
13,10,"empty",0.00216557943127324,0.928314803261376
13,10,"rocket",0.00169908486433445,0.928314803261376
13,10,"rocket",0.00169908486433445,0.928314803261376
13,10,"ground",0.00126392148817023,0.928314803261376
13,10,"catch",0.00120822841838417,0.928314803261376
13,10,"hit",0.00101366248283114,0.928314803261376
13,10,"reel",0.000906272968020235,0.928314803261376
13,10,"stick",0.000882380632085368,0.928314803261376
13,10,"litre",0.000703895183322829,0.928314803261376
13,10,"jump",0.000514695935456586,0.928314803261376
13,10,"launch",0.000453480824490298,0.928314803261376
13,10,"palms",0.000266294607159366,0.928314803261376
13,10,"fins",0.000226740412245149,0.928314803261376
13,10,"bottleblast.html",0.000226740412245149,0.928314803261376
13,10,"cone",4.77403487892077e-12,0.928314803261376
14,10,"bottle",0.0804773756399128,0.726200506644038
14,10,"bottle",0.0804773756399128,0.726200506644038
14,10,"plastic",0.0186700480710894,0.726200506644038
14,10,"hole",0.0174322619021341,0.726200506644038
14,10,"tube",0.0112643037923431,0.726200506644038
14,10,"rubber",0.00649812181123092,0.726200506644038
14,10,"cap",0.00550392133683384,0.726200506644038
14,10,"cap",0.00550392133683384,0.726200506644038
14,10,"blow",0.00365371249917476,0.726200506644038
14,10,"surface",0.0032162133994328,0.726200506644038
14,10,"surface",0.0032162133994328,0.726200506644038
14,10,"flexi",0.00256783810880858,0.726200506644038
